number,date,company,peer_group_root,type_template,type_listing,region,country,isin,total_esg_score,governance_score,social_score,environment_score,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_1_9,e_1_10,e_1_11,e_1_12,e_1_1_1,e_1_2_1,e_1_2_2,e_1_2_3,e_1_2_4,e_1_2_6,e_1_2_7,e_1_2_8,e_1_3_2,e_1_3_3,e_1_3_4,e_1_3_5,e_1_7_0,e_1_7_1,e_1_7_2,e_2_1,e_2_2,e_2_1_2,e_2_1_1,e_2_1_3,e_2_1_4,e_2_1_5,e_2_1_6,e_2_1_7,e_2_1_8,e_2_1_9,e_2_1_10,e_3_2,e_3_1_1,e_3_1_2,e_3_1_3,e_3_1_4,e_3_1_5,e_3_1_6,e_3_1_7,e_3_1_8,e_3_1_9,e_3_1_10,e_3_1_11,e_3_1_12,e_3_1_13,e_3_1_14,e_3_1_15,e_3_1_16,e_3_1_17
70,20190401,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
71,20190801,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
72,20180801,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,67.17,65.94,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
73,20190204,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
74,20190103,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
75,20190603,WPP PLC,Media,A,Public,Europe,United Kingdom,JE00B8KF9B49,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
76,20190503,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
77,20190304,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
78,20180604,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,67.93,68.98,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
79,20181101,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
80,20181203,WPP PLC,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
81,20170908,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,71.49,74.9,68.27,74.54,0.8,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,1.1,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
82,20171101,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,72.74,73.54,70.74,75.94,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,1.65,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
83,20180109,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,69.07,73.54,65.05,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
84,20180301,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,69.07,73.54,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
85,20180201,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,69.07,73.54,65.05,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
86,20171206,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,69.07,73.54,65.05,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
87,20180502,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,67.93,68.98,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
88,20180402,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,69.07,73.54,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
89,20171002,WPP plc,Media,Type_A,Public,Europe,United Kingdom,JE00B8KF9B49,72.74,73.54,70.74,75.94,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,1.65,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
90,20190902,WPP Finance 2016,Media,A,Private,Europe,United Kingdom,XS1794084068,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
91,20181203,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
92,20190103,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
93,20190503,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
94,20181101,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
95,20190401,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
96,20190701,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
97,20190801,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
98,20190304,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
99,20181001,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,67.15,65.86,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
100,20190603,WPP Finance 2016,Media,A,Private,Europe,United Kingdom,XS1794084068,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101,20190204,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,XS1794084068,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102,20180903,WPP Finance 2016,Media,Type_A,Private,Europe,United Kingdom,SUST00645233,67.15,65.86,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
103,20190401,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104,20171101,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,72.74,73.54,70.74,75.94,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,1.65,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105,20180801,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,67.17,65.94,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
106,20190103,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
107,20190304,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
108,20170908,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,71.49,74.9,68.27,74.54,0.8,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,1.1,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
109,20180703,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,67.17,65.94,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
110,20180604,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,67.93,68.98,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
111,20181203,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
112,20180903,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,67.15,65.86,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113,20180301,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,69.07,73.54,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
114,20171206,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,69.07,73.54,65.05,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115,20181101,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116,20190801,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117,20171002,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,72.74,73.54,70.74,75.94,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,1.65,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118,20190503,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119,20180502,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,67.93,68.98,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120,20180109,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,69.07,73.54,65.05,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121,20190701,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122,20190204,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,70.77,65.22,72.61,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123,20190603,WPP Finance 2013,Media,A,Private,Europe,United Kingdom,XS0995643003,71.07,65.22,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124,20181001,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,67.15,65.86,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
125,20190902,WPP Finance 2013,Media,A,Private,Europe,United Kingdom,XS0995643003,71.15,65.54,72.61,73.84,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.4,0.4,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126,20180402,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,69.07,73.54,65.05,72.64,0.6,0.9,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.8,1.3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127,20180201,WPP Finance 2013,Media,Type_A,Private,Europe,United Kingdom,XS0995643003,69.07,73.54,65.05,72.64,0.6,0.96,0.4,0.8,0.4,0.4,.,0.4,0.2,0.3,0.4,4,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.3,3,1,0,.,.,.,.,0.825,1.375,.,.,2.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128,20180703,Worldpay Group plc,Software & Services,Type_A,Private,Europe,United Kingdom,SUSTD39E29D8,49.49,50.8,45.41,54.5,0.2,0.4,0,1,1,1,.,0,1,0.2,0,7,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
129,20180402,Worldpay Group plc,Software & Services,Type_A,Public,Europe,United Kingdom,SUSTD39E29D8,49.49,50.8,45.41,54.5,0.2,0.4,0,1,1,1,.,0,1,0.2,0,7,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130,20180502,Worldpay Group plc,Software & Services,Type_A,Private,Europe,United Kingdom,GB00BYYK2V80,49.49,50.8,45.41,54.5,0.2,0.4,0,1,1,1,.,0,1,0.2,0,7,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
131,20180109,Worldpay Group plc,Software & Services,Type_A,Public,Europe,United Kingdom,GB00BYYK2V80,49.49,50.8,45.41,54.5,0.25,0.4,0,1,1,1,.,0,1,0.2,0,7,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,2.0003,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132,20180201,Worldpay Group plc,Software & Services,Type_A,Public,Europe,United Kingdom,GB00BYYK2V80,49.49,50.8,45.41,54.5,0.25,0.4,0,1,1,1,.,0,1,0.2,0,7,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,2.0003,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133,20181203,Worldpay Group plc,Software & Services,Type_A,Private,Europe,United Kingdom,SUSTD39E29D8,47.47,57.25,43.68,45,0.5,0.4,0,1,0,0,.,0,0.2,0.2,0.2,7,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,2,.,.,.,.,.,.,.,.,.,.,1.9998,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
134,20180903,Worldpay Group plc,Software & Services,Type_A,Private,Europe,United Kingdom,SUSTD39E29D8,49.49,50.8,45.41,54.5,0.2,0.4,0,1,1,1,.,0,1,0.2,0,7,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135,20190401,Worldpay Group plc,Software & Services,Type_A,Private,Europe,United Kingdom,SUSTD39E29D8,47.47,57.25,43.68,45,0.5,0.4,0,1,0,0,.,0,0.2,0.2,0.2,7,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,2,.,.,.,.,.,.,.,.,.,.,1.9998,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
